refVideo,captureVideo,startFrame,endFrame,avgSSIM
Video010.mp4,Video010M4001.ts,16600,17349,0.866931
Video010.mp4,Video010M4001.ts,17350,18099,0.842959
Video010.mp4,Video010M4001.ts,18100,18849,0.84778
Video010.mp4,Video010M4001.ts,18850,19599,0.868492
Video010.mp4,Video010M4001.ts,19600,20349,0.901053
Video001.mp4,Video001M5001.ts,100,849,0.888623
Video001.mp4,Video001M5001.ts,850,1599,0.937062
Video001.mp4,Video001M5001.ts,1600,2349,0.946106
Video001.mp4,Video001M5001.ts,2350,3099,0.906939
Video001.mp4,Video001M5001.ts,3100,3849,0.959404
Video001.mp4,Video001M5001.ts,3850,4599,0.968087
Video001.mp4,Video001M5001.ts,4600,5349,0.921929
Video001.mp4,Video001M5001.ts,5350,6099,0.9385
Video001.mp4,Video001M5001.ts,6100,6849,0.953415
Video001.mp4,Video001M5001.ts,6850,7599,0.833699
Video001.mp4,Video001M5001.ts,7600,8349,0.905486
Video002.mp4,Video002M5001.ts,50,799,0.87809
Video002.mp4,Video002M5001.ts,800,1549,0.912831
Video002.mp4,Video002M5001.ts,1550,2299,0.925506
Video002.mp4,Video002M5001.ts,2300,3049,0.928174
Video002.mp4,Video002M5001.ts,3050,3799,0.90885
Video002.mp4,Video002M5001.ts,3800,4549,0.892298
Video002.mp4,Video002M5001.ts,4550,5299,0.929027
Video002.mp4,Video002M5001.ts,5300,6049,0.931931
Video002.mp4,Video002M5001.ts,6050,6799,0.901337
Video003.mp4,Video003M5001.ts,100,849,0.868066
Video003.mp4,Video003M5001.ts,850,1599,0.852798
Video003.mp4,Video003M5001.ts,1600,2349,0.906035
Video003.mp4,Video003M5001.ts,2350,3099,0.868511
Video003.mp4,Video003M5001.ts,3100,3849,0.874136
Video003.mp4,Video003M5001.ts,3850,4599,0.845706
Video003.mp4,Video003M5001.ts,4600,5349,0.851514
Video003.mp4,Video003M5001.ts,5350,6099,0.857903
Video003.mp4,Video003M5001.ts,6100,6849,0.877418
Video004.mp4,Video004M5001.ts,100,849,0.87463
Video004.mp4,Video004M5001.ts,850,1599,0.910378
Video004.mp4,Video004M5001.ts,1600,2349,0.833408
Video004.mp4,Video004M5001.ts,2350,3099,0.696497
Video004.mp4,Video004M5001.ts,3100,3849,0.793022
Video004.mp4,Video004M5001.ts,3850,4599,0.918029
Video004.mp4,Video004M5001.ts,4600,5349,0.93556
Video004.mp4,Video004M5001.ts,5350,6099,0.924343
Video004.mp4,Video004M5001.ts,6100,6849,0.847028
Video004.mp4,Video004M5001.ts,6850,7599,0.727858
Video004.mp4,Video004M5001.ts,7600,8349,0.719569
Video004.mp4,Video004M5001.ts,8350,9099,0.741289
Video004.mp4,Video004M5001.ts,9100,9849,0.846907
Video004.mp4,Video004M5001.ts,9850,10599,0.869555
Video004.mp4,Video004M5001.ts,10600,11349,0.856528
Video004.mp4,Video004M5001.ts,11350,12099,0.767834
Video005.mp4,Video005M5001.ts,100,849,0.865334
Video005.mp4,Video005M5001.ts,850,1599,0.844639
Video005.mp4,Video005M5001.ts,1600,2349,0.805618
Video005.mp4,Video005M5001.ts,2350,3099,0.863117
Video005.mp4,Video005M5001.ts,3100,3849,0.842766
Video005.mp4,Video005M5001.ts,3850,4599,0.832861
Video005.mp4,Video005M5001.ts,4600,5349,0.832583
Video005.mp4,Video005M5001.ts,5350,6099,0.83316
Video005.mp4,Video005M5001.ts,6100,6849,0.916505
Video005.mp4,Video005M5001.ts,6850,7599,0.886801
Video005.mp4,Video005M5001.ts,7600,8349,0.864901
Video005.mp4,Video005M5001.ts,8350,9099,0.866008
Video005.mp4,Video005M5001.ts,9100,9849,0.831489
Video005.mp4,Video005M5001.ts,9850,10599,0.878243
Video005.mp4,Video005M5001.ts,10600,11349,0.863427
Video005.mp4,Video005M5001.ts,11350,12099,0.884492
Video006.mp4,Video006M5001.ts,100,849,0.874617
Video006.mp4,Video006M5001.ts,850,1599,0.878378
Video006.mp4,Video006M5001.ts,1600,2349,0.843238
Video006.mp4,Video006M5001.ts,2350,3099,0.892937
Video006.mp4,Video006M5001.ts,3100,3849,0.860351
Video006.mp4,Video006M5001.ts,3850,4599,0.917927
Video006.mp4,Video006M5001.ts,4600,5349,0.943777
Video006.mp4,Video006M5001.ts,5350,6099,0.92081
Video006.mp4,Video006M5001.ts,6100,6849,0.888591
Video007.mp4,Video007M5001.ts,101,850,0.814206
Video007.mp4,Video007M5001.ts,851,1600,0.948267
Video007.mp4,Video007M5001.ts,1601,2350,0.909534
Video007.mp4,Video007M5001.ts,2351,3100,0.905262
Video007.mp4,Video007M5001.ts,3101,3850,0.820068
Video007.mp4,Video007M5001.ts,3851,4600,0.901169
Video007.mp4,Video007M5001.ts,4601,5350,0.921909
Video007.mp4,Video007M5001.ts,5351,6100,0.838138
Video007.mp4,Video007M5001.ts,6101,6850,0.835377
Video007.mp4,Video007M5001.ts,6851,7600,0.902019
Video007.mp4,Video007M5001.ts,7601,8350,0.842049
Video008.mp4,Video008M5001.ts,50,799,0.881905
Video008.mp4,Video008M5001.ts,800,1549,0.916832
Video008.mp4,Video008M5001.ts,1550,2299,0.926384
Video008.mp4,Video008M5001.ts,2300,3049,0.93297
Video008.mp4,Video008M5001.ts,3050,3799,0.908063
Video008.mp4,Video008M5001.ts,3800,4549,0.863888
Video008.mp4,Video008M5001.ts,4550,5299,0.89186
Video008.mp4,Video008M5001.ts,5300,6049,0.960011
Video009.mp4,Video009M5001.ts,200,949,0.854575
Video009.mp4,Video009M5001.ts,950,1699,0.858409
Video009.mp4,Video009M5001.ts,1700,2449,0.923476
Video009.mp4,Video009M5001.ts,2450,3199,0.912888
Video009.mp4,Video009M5001.ts,3200,3949,0.892699
Video009.mp4,Video009M5001.ts,3950,4699,0.918888
Video009.mp4,Video009M5001.ts,4700,5449,0.920674
Video009.mp4,Video009M5001.ts,5450,6199,0.917971
Video010.mp4,Video010M5001.ts,100,849,0.923544
Video010.mp4,Video010M5001.ts,850,1599,0.905982
Video010.mp4,Video010M5001.ts,1600,2349,0.942482
Video010.mp4,Video010M5001.ts,2350,3099,0.911633
Video010.mp4,Video010M5001.ts,3100,3849,0.910146
Video010.mp4,Video010M5001.ts,3850,4599,0.907272
Video010.mp4,Video010M5001.ts,4600,5349,0.915938
Video010.mp4,Video010M5001.ts,5350,6099,0.848655
Video010.mp4,Video010M5001.ts,6100,6849,0.820372
Video010.mp4,Video010M5001.ts,6850,7599,0.916523
Video010.mp4,Video010M5001.ts,7600,8349,0.863486
Video010.mp4,Video010M5001.ts,8350,9099,0.878024
Video010.mp4,Video010M5001.ts,9100,9849,0.889865
Video010.mp4,Video010M5001.ts,9850,10599,0.845917
Video010.mp4,Video010M5001.ts,10600,11349,0.906575
Video010.mp4,Video010M5001.ts,11350,12099,0.80757
Video010.mp4,Video010M5001.ts,12100,12849,0.809046
Video010.mp4,Video010M5001.ts,12850,13599,0.821851
Video010.mp4,Video010M5001.ts,13600,14349,0.887702
Video010.mp4,Video010M5001.ts,14350,15099,0.859982
Video010.mp4,Video010M5001.ts,15100,15849,0.877776
Video010.mp4,Video010M5001.ts,15850,16599,0.860481
Video010.mp4,Video010M5001.ts,16600,17349,0.866154
Video010.mp4,Video010M5001.ts,17350,18099,0.841659
Video010.mp4,Video010M5001.ts,18100,18849,0.849833
Video010.mp4,Video010M5001.ts,18850,19599,0.866485
Video010.mp4,Video010M5001.ts,19600,20349,0.897101
Video001.mp4,Video001M6001.ts,150,899,0.884423
Video001.mp4,Video001M6001.ts,900,1649,0.941473
Video001.mp4,Video001M6001.ts,1650,2399,0.940379
Video001.mp4,Video001M6001.ts,2400,3149,0.910182
Video001.mp4,Video001M6001.ts,3150,3899,0.964106
Video001.mp4,Video001M6001.ts,3900,4649,0.968206
Video001.mp4,Video001M6001.ts,4650,5399,0.917919
Video001.mp4,Video001M6001.ts,5400,6149,0.943209
Video001.mp4,Video001M6001.ts,6150,6899,0.944834
Video001.mp4,Video001M6001.ts,6900,7649,0.841929
Video001.mp4,Video001M6001.ts,7650,8399,0.91491
Video002.mp4,Video002M6001.ts,100,849,0.874625
Video002.mp4,Video002M6001.ts,850,1599,0.920127
Video002.mp4,Video002M6001.ts,1600,2349,0.925188
Video002.mp4,Video002M6001.ts,2350,3099,0.927855
Video002.mp4,Video002M6001.ts,3100,3849,0.909983
Video002.mp4,Video002M6001.ts,3850,4599,0.900363
Video002.mp4,Video002M6001.ts,4600,5349,0.927824
Video002.mp4,Video002M6001.ts,5350,6099,0.934786
Video002.mp4,Video002M6001.ts,6100,6849,0.90651
Video003.mp4,Video003M6001.ts,150,899,0.861785
Video003.mp4,Video003M6001.ts,900,1649,0.853281
Video003.mp4,Video003M6001.ts,1650,2399,0.912472
Video003.mp4,Video003M6001.ts,2400,3149,0.866105
Video003.mp4,Video003M6001.ts,3150,3899,0.877977
Video003.mp4,Video003M6001.ts,3900,4649,0.864526
Video003.mp4,Video003M6001.ts,4650,5399,0.841484
Video003.mp4,Video003M6001.ts,5400,6149,0.882206
Video003.mp4,Video003M6001.ts,6150,6899,0.883078
Video004.mp4,Video004M6001.ts,150,899,0.881826
Video004.mp4,Video004M6001.ts,900,1649,0.902009
Video004.mp4,Video004M6001.ts,1650,2399,0.89611
Video004.mp4,Video004M6001.ts,2400,3149,0.881141
Video004.mp4,Video004M6001.ts,3150,3899,0.884861
Video004.mp4,Video004M6001.ts,3900,4649,0.968563
Video004.mp4,Video004M6001.ts,4650,5399,0.986755
Video004.mp4,Video004M6001.ts,5400,6149,0.970793
Video004.mp4,Video004M6001.ts,6150,6899,0.933435
Video004.mp4,Video004M6001.ts,6900,7649,0.892696
Video004.mp4,Video004M6001.ts,7650,8399,0.858714
Video004.mp4,Video004M6001.ts,8400,9149,0.862173
Video004.mp4,Video004M6001.ts,9150,9899,0.939951
Video004.mp4,Video004M6001.ts,9900,10649,0.940053
Video004.mp4,Video004M6001.ts,10650,11399,0.945801
Video004.mp4,Video004M6001.ts,11400,12149,0.913751
Video005.mp4,Video005M6001.ts,100,849,0.865212
Video005.mp4,Video005M6001.ts,850,1599,0.84588
Video005.mp4,Video005M6001.ts,1600,2349,0.826173
Video005.mp4,Video005M6001.ts,2350,3099,0.862674
Video005.mp4,Video005M6001.ts,3100,3849,0.84577
Video005.mp4,Video005M6001.ts,3850,4599,0.832166
Video005.mp4,Video005M6001.ts,4600,5349,0.578713
Video005.mp4,Video005M6001.ts,5350,6099,0.402537
Video005.mp4,Video005M6001.ts,6100,6849,0.652858
Video005.mp4,Video005M6001.ts,6850,7599,0.539259
Video005.mp4,Video005M6001.ts,7600,8349,0.490402
Video005.mp4,Video005M6001.ts,8350,9099,0.461504
Video005.mp4,Video005M6001.ts,9100,9849,0.423512
Video005.mp4,Video005M6001.ts,9850,10599,0.568736
Video005.mp4,Video005M6001.ts,10600,11349,0.553475
Video005.mp4,Video005M6001.ts,11350,12099,0.526356
Video006.mp4,Video006M6001.ts,100,849,0.875035
Video006.mp4,Video006M6001.ts,850,1599,0.882523
Video006.mp4,Video006M6001.ts,1600,2349,0.843381
Video006.mp4,Video006M6001.ts,2350,3099,0.894987
Video006.mp4,Video006M6001.ts,3100,3849,0.860733
Video006.mp4,Video006M6001.ts,3850,4599,0.918086
Video006.mp4,Video006M6001.ts,4600,5349,0.944962
Video006.mp4,Video006M6001.ts,5350,6099,0.921658
Video006.mp4,Video006M6001.ts,6100,6849,0.895676
Video007.mp4,Video007M6001.ts,100,849,0.880101
Video007.mp4,Video007M6001.ts,850,1599,0.965301
Video007.mp4,Video007M6001.ts,1600,2349,0.941382
Video007.mp4,Video007M6001.ts,2350,3099,0.919936
Video007.mp4,Video007M6001.ts,3100,3849,0.859137
Video007.mp4,Video007M6001.ts,3850,4599,0.925912
Video007.mp4,Video007M6001.ts,4600,5349,0.935471
Video007.mp4,Video007M6001.ts,5350,6099,0.867366
Video007.mp4,Video007M6001.ts,6100,6849,0.873575
Video007.mp4,Video007M6001.ts,6850,7599,0.916386
Video007.mp4,Video007M6001.ts,7600,8349,0.886707
Video008.mp4,Video008M6001.ts,100,849,0.879708
Video008.mp4,Video008M6001.ts,850,1599,0.917304
Video008.mp4,Video008M6001.ts,1600,2349,0.930895
Video008.mp4,Video008M6001.ts,2350,3099,0.927756
Video008.mp4,Video008M6001.ts,3100,3849,0.908259
Video008.mp4,Video008M6001.ts,3850,4599,0.868156
Video008.mp4,Video008M6001.ts,4600,5349,0.895931
Video008.mp4,Video008M6001.ts,5350,6099,0.961101
Video009.mp4,Video009M6001.ts,150,899,0.866446
Video009.mp4,Video009M6001.ts,900,1649,0.850536
Video009.mp4,Video009M6001.ts,1650,2399,0.925048
Video009.mp4,Video009M6001.ts,2400,3149,0.909014
Video009.mp4,Video009M6001.ts,3150,3899,0.900757
Video009.mp4,Video009M6001.ts,3900,4649,0.915859
Video009.mp4,Video009M6001.ts,4650,5399,0.917983
Video009.mp4,Video009M6001.ts,5400,6149,0.914783
Video009.mp4,Video009M6001.ts,6150,6899,0.902333
Video010.mp4,Video010M6001.ts,150,899,0.916268
Video010.mp4,Video010M6001.ts,900,1649,0.908539
Video010.mp4,Video010M6001.ts,1650,2399,0.94062
Video010.mp4,Video010M6001.ts,2400,3149,0.914426
Video010.mp4,Video010M6001.ts,3150,3899,0.91063
Video010.mp4,Video010M6001.ts,3900,4649,0.906975
Video010.mp4,Video010M6001.ts,4650,5399,0.919141
Video010.mp4,Video010M6001.ts,5400,6149,0.844272
Video010.mp4,Video010M6001.ts,6150,6899,0.830217
Video010.mp4,Video010M6001.ts,6900,7649,0.912664
Video010.mp4,Video010M6001.ts,7650,8399,0.860763
Video010.mp4,Video010M6001.ts,8400,9149,0.883659
Video010.mp4,Video010M6001.ts,9150,9899,0.889675
Video010.mp4,Video010M6001.ts,9900,10649,0.847711
Video010.mp4,Video010M6001.ts,10650,11399,0.904331
Video010.mp4,Video010M6001.ts,11400,12149,0.805844
Video010.mp4,Video010M6001.ts,12150,12899,0.809306
Video010.mp4,Video010M6001.ts,12900,13649,0.823756
Video010.mp4,Video010M6001.ts,13650,14399,0.888632
Video010.mp4,Video010M6001.ts,14400,15149,0.867936
Video010.mp4,Video010M6001.ts,15150,15899,0.87707
Video010.mp4,Video010M6001.ts,15900,16649,0.862141
Video010.mp4,Video010M6001.ts,16650,17399,0.863933
Video010.mp4,Video010M6001.ts,17400,18149,0.842692
Video010.mp4,Video010M6001.ts,18150,18899,0.849549
Video010.mp4,Video010M6001.ts,18900,19649,0.867456
Video010.mp4,Video010M6001.ts,19650,20399,0.900124
