VQM
0.446719316
0.664221749
0.718312111
0.692935731
0.606072946
0.727007789
0.808265479
1.086667211
1.641217739
0.972660317
0.712473715
0.417956022
0.816545179
0.723560621
0.61498458
0.741801561
